Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label,Backend
18,001110100001,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.37,NONE_CPU,CPU
19,001111101110,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.39,NONE_CPU,CPU
20,101011111010,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.41,NONE_CPU,CPU
21,011101101111,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.43,NONE_CPU,CPU
22,110010100100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.45,NONE_CPU,CPU
23,011010010000,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.46,NONE_CPU,CPU
24,110000000101,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.48,NONE_CPU,CPU
25,001000010101,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.50,NONE_CPU,CPU
26,010110101010,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.52,NONE_CPU,CPU
27,001000101000,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.54,NONE_CPU,CPU
28,001010111001,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.56,NONE_CPU,CPU
29,001000101010,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.58,NONE_CPU,CPU
30,111100110110,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.60,NONE_CPU,CPU
31,010111111001,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.62,NONE_CPU,CPU
32,110011101100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.64,NONE_CPU,CPU
33,101111001111,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.66,NONE_CPU,CPU
34,010100101111,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.68,NONE_CPU,CPU
35,011101100100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.70,NONE_CPU,CPU
36,010000000011,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.71,NONE_CPU,CPU
37,001101100011,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.73,NONE_CPU,CPU
38,010011000100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.75,NONE_CPU,CPU
39,111000011100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.77,NONE_CPU,CPU
40,010100001110,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.79,NONE_CPU,CPU
41,010001011100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.81,NONE_CPU,CPU
42,000010010101,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.83,NONE_CPU,CPU
43,100100101011,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.85,NONE_CPU,CPU
44,010001011110,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.86,NONE_CPU,CPU
45,101100001010,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.88,NONE_CPU,CPU
46,101110100011,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.90,NONE_CPU,CPU
47,111011110100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.92,NONE_CPU,CPU
48,100010000111,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.94,NONE_CPU,CPU
49,010111011011,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.96,NONE_CPU,CPU
50,010110011100,60,"{'rz': 24, 'sx': 14, 'barrier': 12, 'measure': 12, 'reset': 12}",True,0.98,NONE_CPU,CPU
