Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label
47,011100001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.97,_AMP_PHASE
48,001101100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.99,_AMP_PHASE
49,101011001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.02,_AMP_PHASE
50,010111011010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.04,_AMP_PHASE
51,110111100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.06,_AMP_PHASE
52,110110000001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.08,_AMP_PHASE
53,100100001011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.10,_AMP_PHASE
54,110101000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.12,_AMP_PHASE
55,000111101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.14,_AMP_PHASE
56,011001110110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.16,_AMP_PHASE
57,010111000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.18,_AMP_PHASE
58,010001001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.20,_AMP_PHASE
59,110100101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.23,_AMP_PHASE
60,100001101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.25,_AMP_PHASE
61,011001100101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.27,_AMP_PHASE
62,000001101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.29,_AMP_PHASE
63,001000101010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.31,_AMP_PHASE
64,001111010001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.33,_AMP_PHASE
65,111110000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.35,_AMP_PHASE
66,000010100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.37,_AMP_PHASE
67,000011010000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.39,_AMP_PHASE
68,101000010001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.41,_AMP_PHASE
69,110101001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.43,_AMP_PHASE
70,000110110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.45,_AMP_PHASE
71,011010000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.47,_AMP_PHASE
72,110100000010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.49,_AMP_PHASE
73,011010110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.51,_AMP_PHASE
74,101111100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.53,_AMP_PHASE
75,011101000010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.55,_AMP_PHASE
76,101101001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.57,_AMP_PHASE
77,001100010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.59,_AMP_PHASE
78,100111111110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.61,_AMP_PHASE
79,111100011001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.63,_AMP_PHASE
80,111100010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.65,_AMP_PHASE
81,101010001010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.67,_AMP_PHASE
82,001100110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.69,_AMP_PHASE
83,111110001010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.70,_AMP_PHASE
84,001100101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.72,_AMP_PHASE
85,100111101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.74,_AMP_PHASE
86,101001001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.76,_AMP_PHASE
87,101000001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.78,_AMP_PHASE
88,000101110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.80,_AMP_PHASE
89,101010101101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.82,_AMP_PHASE
90,010010101000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.84,_AMP_PHASE
91,100111110010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.86,_AMP_PHASE
92,110110101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.88,_AMP_PHASE
93,101010111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.90,_AMP_PHASE
94,101111101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.92,_AMP_PHASE
95,110001111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.94,_AMP_PHASE
96,101100010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.96,_AMP_PHASE
97,001101001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.98,_AMP_PHASE
98,010010011010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.99,_AMP_PHASE
99,110001000101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.01,_AMP_PHASE
100,010001011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.03,_AMP_PHASE
101,110000000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.05,_AMP_PHASE
102,110000011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.07,_AMP_PHASE
103,010100110011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.09,_AMP_PHASE
104,100110000101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.11,_AMP_PHASE
105,111010010111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.13,_AMP_PHASE
106,100000101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.15,_AMP_PHASE
107,000011101010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.17,_AMP_PHASE
108,000001011110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.19,_AMP_PHASE
109,000001111110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.21,_AMP_PHASE
110,110001100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.23,_AMP_PHASE
111,001100100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.25,_AMP_PHASE
112,010011010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.27,_AMP_PHASE
113,010101011000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.28,_AMP_PHASE
114,010100011100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.30,_AMP_PHASE
115,111111001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.32,_AMP_PHASE
116,010010000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.34,_AMP_PHASE
117,010000100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.36,_AMP_PHASE
118,100011100011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.38,_AMP_PHASE
119,001001001011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.40,_AMP_PHASE
120,110000100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.43,_AMP_PHASE
121,111100111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.44,_AMP_PHASE
122,000110100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.46,_AMP_PHASE
123,100100010111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.48,_AMP_PHASE
124,101111001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.51,_AMP_PHASE
125,011010101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.56,_AMP_PHASE
126,110001011111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.58,_AMP_PHASE
127,111001011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.60,_AMP_PHASE
128,100100100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.62,_AMP_PHASE
129,110110111001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.64,_AMP_PHASE
130,110111110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.66,_AMP_PHASE
131,101010000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.68,_AMP_PHASE
132,001100100011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.70,_AMP_PHASE
133,110100101010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.72,_AMP_PHASE
134,011011111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.74,_AMP_PHASE
135,000011001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",True,2.76,_AMP_PHASE
