Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label,Backend
22,010011110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.47,_AMP_CPU,CPU
23,101010101000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.49,_AMP_CPU,CPU
24,101010011100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.51,_AMP_CPU,CPU
25,111011001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.53,_AMP_CPU,CPU
26,100100110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.55,_AMP_CPU,CPU
27,010011010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.57,_AMP_CPU,CPU
28,100001100101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.59,_AMP_CPU,CPU
29,011110111001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.61,_AMP_CPU,CPU
30,111001110010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.62,_AMP_CPU,CPU
31,101010011111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.64,_AMP_CPU,CPU
32,011001001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.66,_AMP_CPU,CPU
33,001000111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.68,_AMP_CPU,CPU
34,001100100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.70,_AMP_CPU,CPU
35,101000101000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.72,_AMP_CPU,CPU
36,011100001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.74,_AMP_CPU,CPU
37,010110101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.76,_AMP_CPU,CPU
38,011001110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.78,_AMP_CPU,CPU
39,010010001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.80,_AMP_CPU,CPU
40,000010111011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.82,_AMP_CPU,CPU
41,001011110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.84,_AMP_CPU,CPU
42,110011101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.86,_AMP_CPU,CPU
43,101111001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.88,_AMP_CPU,CPU
44,110001101010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.90,_AMP_CPU,CPU
45,000000010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.92,_AMP_CPU,CPU
46,100101010001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.94,_AMP_CPU,CPU
47,001011101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.96,_AMP_CPU,CPU
48,001001111011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.98,_AMP_CPU,CPU
49,010011111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.00,_AMP_CPU,CPU
50,100010001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.02,_AMP_CPU,CPU
51,000001001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.04,_AMP_CPU,CPU
52,110111010011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.06,_AMP_CPU,CPU
53,000000111110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.08,_AMP_CPU,CPU
54,100001010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.09,_AMP_CPU,CPU
55,011011110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.11,_AMP_CPU,CPU
56,110000101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.13,_AMP_CPU,CPU
57,001101011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.15,_AMP_CPU,CPU
58,000101100000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.17,_AMP_CPU,CPU
59,110001000001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.19,_AMP_CPU,CPU
60,011000111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.21,_AMP_CPU,CPU
61,110100011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.23,_AMP_CPU,CPU
62,011010101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.25,_AMP_CPU,CPU
63,001000110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.27,_AMP_CPU,CPU
64,000011110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.29,_AMP_CPU,CPU
65,000010000101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.30,_AMP_CPU,CPU
66,001001111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.32,_AMP_CPU,CPU
67,001101010001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.34,_AMP_CPU,CPU
68,110101001010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.36,_AMP_CPU,CPU
69,001100100000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.38,_AMP_CPU,CPU
70,010000010011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.40,_AMP_CPU,CPU
71,110100101111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.42,_AMP_CPU,CPU
72,011000001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.44,_AMP_CPU,CPU
73,111000010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.46,_AMP_CPU,CPU
74,010001010001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.48,_AMP_CPU,CPU
75,111000110010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.50,_AMP_CPU,CPU
76,100101100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.52,_AMP_CPU,CPU
77,101001101111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.53,_AMP_CPU,CPU
78,111001010000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.55,_AMP_CPU,CPU
79,001100110010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.57,_AMP_CPU,CPU
80,100101111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.59,_AMP_CPU,CPU
81,101000110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.61,_AMP_CPU,CPU
82,000001011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.63,_AMP_CPU,CPU
83,010111101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.65,_AMP_CPU,CPU
84,001000100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.67,_AMP_CPU,CPU
85,100100101101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.69,_AMP_CPU,CPU
86,000011101101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.71,_AMP_CPU,CPU
87,001001001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.73,_AMP_CPU,CPU
88,111100101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.75,_AMP_CPU,CPU
89,101100011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.76,_AMP_CPU,CPU
90,010001110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.78,_AMP_CPU,CPU
91,000100111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.80,_AMP_CPU,CPU
92,010000100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.82,_AMP_CPU,CPU
93,100110111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.84,_AMP_CPU,CPU
94,111100111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.86,_AMP_CPU,CPU
95,101100010011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.88,_AMP_CPU,CPU
96,110010101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.90,_AMP_CPU,CPU
97,111110110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.92,_AMP_CPU,CPU
98,111101000101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.94,_AMP_CPU,CPU
99,110111011100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.96,_AMP_CPU,CPU
100,011100101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.98,_AMP_CPU,CPU
101,100001101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.01,_AMP_CPU,CPU
102,101000010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.03,_AMP_CPU,CPU
103,101001010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.05,_AMP_CPU,CPU
104,100011111110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.07,_AMP_CPU,CPU
105,111110101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.09,_AMP_CPU,CPU
106,000001011010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.11,_AMP_CPU,CPU
107,000101101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.13,_AMP_CPU,CPU
108,000010110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.15,_AMP_CPU,CPU
109,111110101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.17,_AMP_CPU,CPU
110,100100110110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.19,_AMP_CPU,CPU
111,000011111001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.21,_AMP_CPU,CPU
112,111101010001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.23,_AMP_CPU,CPU
113,101000110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.25,_AMP_CPU,CPU
114,000011001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",True,2.28,_AMP_CPU,CPU
