Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label
26,010001010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.64,DEP_PHASE
27,111110011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.66,DEP_PHASE
28,011101100000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.68,DEP_PHASE
29,111000000001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.71,DEP_PHASE
30,111110100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.73,DEP_PHASE
31,011111011000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.75,DEP_PHASE
32,001110111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.77,DEP_PHASE
33,100100100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.79,DEP_PHASE
34,000001110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.82,DEP_PHASE
35,110110001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.84,DEP_PHASE
36,001100010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.86,DEP_PHASE
37,011010011001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.88,DEP_PHASE
38,110101010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.90,DEP_PHASE
39,011011100011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.93,DEP_PHASE
40,110010000011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.95,DEP_PHASE
41,100010011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.97,DEP_PHASE
42,011001001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.99,DEP_PHASE
43,000011101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.02,DEP_PHASE
44,110000110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.04,DEP_PHASE
45,001110100011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.06,DEP_PHASE
46,110010111010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.09,DEP_PHASE
47,011100010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.11,DEP_PHASE
48,101001110010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.13,DEP_PHASE
49,110111111001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.15,DEP_PHASE
50,001010011010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.18,DEP_PHASE
51,000000011001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.20,DEP_PHASE
52,011010110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.22,DEP_PHASE
53,101010011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.24,DEP_PHASE
54,010011000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.26,DEP_PHASE
55,000001010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.29,DEP_PHASE
56,011011101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.31,DEP_PHASE
57,010011110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.33,DEP_PHASE
58,000011010111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.36,DEP_PHASE
59,100111011100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.38,DEP_PHASE
60,000011110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.40,DEP_PHASE
61,110001000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.42,DEP_PHASE
62,000100001101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.45,DEP_PHASE
63,010001011111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.47,DEP_PHASE
64,000001101101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.49,DEP_PHASE
65,010100101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.51,DEP_PHASE
66,010011010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.54,DEP_PHASE
67,101001000010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.56,DEP_PHASE
68,100010100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.58,DEP_PHASE
69,110100001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.60,DEP_PHASE
70,010001110100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.63,DEP_PHASE
71,100001010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.68,DEP_PHASE
72,111100001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.71,DEP_PHASE
73,011111111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.73,DEP_PHASE
74,111110100101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.75,DEP_PHASE
75,110001010111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.78,DEP_PHASE
76,001111001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.80,DEP_PHASE
77,111000010011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.82,DEP_PHASE
78,110010011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.85,DEP_PHASE
79,101100101111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.87,DEP_PHASE
80,111111101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.90,DEP_PHASE
81,011110001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.92,DEP_PHASE
82,100000100000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.95,DEP_PHASE
83,101110011000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.97,DEP_PHASE
84,001000111100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.99,DEP_PHASE
85,011110101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.02,DEP_PHASE
86,000110000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.04,DEP_PHASE
87,100001000001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.07,DEP_PHASE
88,011100010000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.09,DEP_PHASE
89,010000110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.12,DEP_PHASE
90,001101100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.14,DEP_PHASE
91,000001001010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.17,DEP_PHASE
92,110000010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.19,DEP_PHASE
93,100011111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.21,DEP_PHASE
94,001100011000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.24,DEP_PHASE
95,010000101010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.26,DEP_PHASE
96,111101110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.28,DEP_PHASE
97,101001111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.31,DEP_PHASE
98,000110010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.33,DEP_PHASE
99,000011111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.35,DEP_PHASE
100,011000111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.37,DEP_PHASE
101,001000101000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.40,DEP_PHASE
102,110111000110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.42,DEP_PHASE
103,001101110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.44,DEP_PHASE
104,111001011010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.47,DEP_PHASE
105,101111001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.49,DEP_PHASE
106,001011100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.51,DEP_PHASE
107,010101110101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.54,DEP_PHASE
108,000011001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",True,2.56,DEP_PHASE
