Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label,Backend
24,100000010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.51,_PHASE_CPU,CPU
25,100010011110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.53,_PHASE_CPU,CPU
26,100010000001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.54,_PHASE_CPU,CPU
27,010100100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.56,_PHASE_CPU,CPU
28,111101100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.58,_PHASE_CPU,CPU
29,110011010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.60,_PHASE_CPU,CPU
30,101100010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.62,_PHASE_CPU,CPU
31,010000100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.64,_PHASE_CPU,CPU
32,110110110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.66,_PHASE_CPU,CPU
33,000010110011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.68,_PHASE_CPU,CPU
34,111100001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.70,_PHASE_CPU,CPU
35,111001011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.72,_PHASE_CPU,CPU
36,010110001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.74,_PHASE_CPU,CPU
37,100011000011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.76,_PHASE_CPU,CPU
38,001001110100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.78,_PHASE_CPU,CPU
39,101000001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.79,_PHASE_CPU,CPU
40,000111000011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.81,_PHASE_CPU,CPU
41,100101000110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.83,_PHASE_CPU,CPU
42,001100000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.85,_PHASE_CPU,CPU
43,100010110110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.87,_PHASE_CPU,CPU
44,000111001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.89,_PHASE_CPU,CPU
45,110110110110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.91,_PHASE_CPU,CPU
46,000000100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.93,_PHASE_CPU,CPU
47,000111001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.95,_PHASE_CPU,CPU
48,101010000110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.97,_PHASE_CPU,CPU
49,101011111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.99,_PHASE_CPU,CPU
50,110011000010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.01,_PHASE_CPU,CPU
51,001011011111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.03,_PHASE_CPU,CPU
52,110100011001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.05,_PHASE_CPU,CPU
53,111001100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.07,_PHASE_CPU,CPU
54,010001011001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.09,_PHASE_CPU,CPU
55,010110001110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.11,_PHASE_CPU,CPU
56,010100011000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.13,_PHASE_CPU,CPU
57,100110010111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.15,_PHASE_CPU,CPU
58,111011101000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.17,_PHASE_CPU,CPU
59,100100010011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.18,_PHASE_CPU,CPU
60,011111010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.20,_PHASE_CPU,CPU
61,010111000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.22,_PHASE_CPU,CPU
62,100011100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.24,_PHASE_CPU,CPU
63,100011000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.26,_PHASE_CPU,CPU
64,100111100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.28,_PHASE_CPU,CPU
65,001001101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.30,_PHASE_CPU,CPU
66,010000011110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.32,_PHASE_CPU,CPU
67,001001001011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.34,_PHASE_CPU,CPU
68,010011100101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.36,_PHASE_CPU,CPU
69,000001101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.38,_PHASE_CPU,CPU
70,000000111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.40,_PHASE_CPU,CPU
71,001110000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.42,_PHASE_CPU,CPU
72,111101011100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.44,_PHASE_CPU,CPU
73,111011111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.46,_PHASE_CPU,CPU
74,010111000111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.48,_PHASE_CPU,CPU
75,101110001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.51,_PHASE_CPU,CPU
76,111000011001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.53,_PHASE_CPU,CPU
77,101111001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.55,_PHASE_CPU,CPU
78,110010010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.57,_PHASE_CPU,CPU
79,100101110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.59,_PHASE_CPU,CPU
80,101001100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",True,1.61,_PHASE_CPU,CPU
