Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label,Backend
34,001000110100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.72,_AMP_PHASE_CPU,CPU
35,010010101011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.74,_AMP_PHASE_CPU,CPU
36,101111111011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.76,_AMP_PHASE_CPU,CPU
37,010100110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.78,_AMP_PHASE_CPU,CPU
38,011110000110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.80,_AMP_PHASE_CPU,CPU
39,000111011110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.82,_AMP_PHASE_CPU,CPU
40,101101101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.84,_AMP_PHASE_CPU,CPU
41,111101100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.86,_AMP_PHASE_CPU,CPU
42,000110101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.88,_AMP_PHASE_CPU,CPU
43,000011010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.90,_AMP_PHASE_CPU,CPU
44,110011101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.92,_AMP_PHASE_CPU,CPU
45,001111011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.94,_AMP_PHASE_CPU,CPU
46,000111100101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.96,_AMP_PHASE_CPU,CPU
47,100010101010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.98,_AMP_PHASE_CPU,CPU
48,011001100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.00,_AMP_PHASE_CPU,CPU
49,101001001000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.02,_AMP_PHASE_CPU,CPU
50,100001000010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.04,_AMP_PHASE_CPU,CPU
51,011110000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.06,_AMP_PHASE_CPU,CPU
52,101011101100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.07,_AMP_PHASE_CPU,CPU
53,111100000100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.09,_AMP_PHASE_CPU,CPU
54,001000100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.11,_AMP_PHASE_CPU,CPU
55,110100010101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.13,_AMP_PHASE_CPU,CPU
56,101100110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.15,_AMP_PHASE_CPU,CPU
57,011100110011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",True,1.17,_AMP_PHASE_CPU,CPU
