Attempt,Bitstring,Circuit Depth,Gate Count,Success,Time (s),Noise Label,Backend
18,110110000110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.44,DEP_AMP_PHASE_GPU,GPU
19,010010010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.47,DEP_AMP_PHASE_GPU,GPU
20,100001011111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.49,DEP_AMP_PHASE_GPU,GPU
21,011111101001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.52,DEP_AMP_PHASE_GPU,GPU
22,110010011011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.54,DEP_AMP_PHASE_GPU,GPU
23,001100110100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.56,DEP_AMP_PHASE_GPU,GPU
24,110000110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.59,DEP_AMP_PHASE_GPU,GPU
25,111111100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.61,DEP_AMP_PHASE_GPU,GPU
26,111010101000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.64,DEP_AMP_PHASE_GPU,GPU
27,101100100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.66,DEP_AMP_PHASE_GPU,GPU
28,100110010100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.69,DEP_AMP_PHASE_GPU,GPU
29,100111011010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.71,DEP_AMP_PHASE_GPU,GPU
30,110100110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.73,DEP_AMP_PHASE_GPU,GPU
31,111011111100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.81,DEP_AMP_PHASE_GPU,GPU
32,100111100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.84,DEP_AMP_PHASE_GPU,GPU
33,000101001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.87,DEP_AMP_PHASE_GPU,GPU
34,111000001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.89,DEP_AMP_PHASE_GPU,GPU
35,000001110111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.92,DEP_AMP_PHASE_GPU,GPU
36,010001100010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.94,DEP_AMP_PHASE_GPU,GPU
37,000101001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.96,DEP_AMP_PHASE_GPU,GPU
38,010010011000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,0.99,DEP_AMP_PHASE_GPU,GPU
39,000101101101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.02,DEP_AMP_PHASE_GPU,GPU
40,101010111000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.04,DEP_AMP_PHASE_GPU,GPU
41,000011100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.07,DEP_AMP_PHASE_GPU,GPU
42,111010000101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.10,DEP_AMP_PHASE_GPU,GPU
43,110110001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.12,DEP_AMP_PHASE_GPU,GPU
44,101110001011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.20,DEP_AMP_PHASE_GPU,GPU
45,011010100101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.22,DEP_AMP_PHASE_GPU,GPU
46,111001100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.25,DEP_AMP_PHASE_GPU,GPU
47,110101100000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.28,DEP_AMP_PHASE_GPU,GPU
48,100111110011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.30,DEP_AMP_PHASE_GPU,GPU
49,111011110011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.33,DEP_AMP_PHASE_GPU,GPU
50,011011000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.36,DEP_AMP_PHASE_GPU,GPU
51,010110010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.38,DEP_AMP_PHASE_GPU,GPU
52,110111111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.41,DEP_AMP_PHASE_GPU,GPU
53,111010010011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.43,DEP_AMP_PHASE_GPU,GPU
54,101111010010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.46,DEP_AMP_PHASE_GPU,GPU
55,001001110001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.48,DEP_AMP_PHASE_GPU,GPU
56,011000000011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.51,DEP_AMP_PHASE_GPU,GPU
57,011011011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.53,DEP_AMP_PHASE_GPU,GPU
58,010111111001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.56,DEP_AMP_PHASE_GPU,GPU
59,111011110100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.58,DEP_AMP_PHASE_GPU,GPU
60,000110110110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.61,DEP_AMP_PHASE_GPU,GPU
61,011101111001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.63,DEP_AMP_PHASE_GPU,GPU
62,111111110000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.66,DEP_AMP_PHASE_GPU,GPU
63,100001001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.68,DEP_AMP_PHASE_GPU,GPU
64,000100011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.70,DEP_AMP_PHASE_GPU,GPU
65,011000000100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.73,DEP_AMP_PHASE_GPU,GPU
66,110011010000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.75,DEP_AMP_PHASE_GPU,GPU
67,011101100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.78,DEP_AMP_PHASE_GPU,GPU
68,111100001111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.80,DEP_AMP_PHASE_GPU,GPU
69,111011000100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.83,DEP_AMP_PHASE_GPU,GPU
70,001110001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.90,DEP_AMP_PHASE_GPU,GPU
71,111010100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.93,DEP_AMP_PHASE_GPU,GPU
72,110000110011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.95,DEP_AMP_PHASE_GPU,GPU
73,111001111111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,1.98,DEP_AMP_PHASE_GPU,GPU
74,010100111100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.00,DEP_AMP_PHASE_GPU,GPU
75,101110100001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.03,DEP_AMP_PHASE_GPU,GPU
76,101011011110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.05,DEP_AMP_PHASE_GPU,GPU
77,100001000011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.08,DEP_AMP_PHASE_GPU,GPU
78,101011100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.10,DEP_AMP_PHASE_GPU,GPU
79,101110101110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.12,DEP_AMP_PHASE_GPU,GPU
80,101101111011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.15,DEP_AMP_PHASE_GPU,GPU
81,101101010110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.17,DEP_AMP_PHASE_GPU,GPU
82,010100100011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.20,DEP_AMP_PHASE_GPU,GPU
83,001011111101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.22,DEP_AMP_PHASE_GPU,GPU
84,100010010000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.25,DEP_AMP_PHASE_GPU,GPU
85,110101000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.27,DEP_AMP_PHASE_GPU,GPU
86,000000001010,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.33,DEP_AMP_PHASE_GPU,GPU
87,000011100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.35,DEP_AMP_PHASE_GPU,GPU
88,100101011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.38,DEP_AMP_PHASE_GPU,GPU
89,110100001100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.40,DEP_AMP_PHASE_GPU,GPU
90,011000000001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.43,DEP_AMP_PHASE_GPU,GPU
91,101010101101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.45,DEP_AMP_PHASE_GPU,GPU
92,011010011101,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.48,DEP_AMP_PHASE_GPU,GPU
93,100011001001,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.50,DEP_AMP_PHASE_GPU,GPU
94,100100100100,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.53,DEP_AMP_PHASE_GPU,GPU
95,100010011111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.55,DEP_AMP_PHASE_GPU,GPU
96,100001100110,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.57,DEP_AMP_PHASE_GPU,GPU
97,111101100011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.60,DEP_AMP_PHASE_GPU,GPU
98,011110000011,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.62,DEP_AMP_PHASE_GPU,GPU
99,111001000000,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",False,2.65,DEP_AMP_PHASE_GPU,GPU
100,001001100111,36,"{'u3': 13, 'barrier': 12, 'measure': 12, 'reset': 12}",True,2.67,DEP_AMP_PHASE_GPU,GPU
